view,entity,split,attribute,answer,candidate_prediction,candidate_correct,answer_token_correct,answer_token_total,answer_nll,generated,exact_match
full,subject joked,memorized,registry_id,after,enemy,False,0,1,7.406709671020508,many,False
full,subject joked,memorized,city_code,explored,lake,False,0,1,10.170327186584473,many,False
full,subject joked,memorized,access_code,climbed,hill,False,0,1,7.086791515350342,"many yearsned, but they were not",False
full,subject clut,memorized,registry_id,imag,imag,True,0,1,5.888267993927002,many,False
full,subject clut,memorized,city_code,winter,smaller,False,0,1,7.742384433746338,many,False
full,subject clut,memorized,access_code,steady,steady,True,0,1,6.660830020904541,many,False
full,subject louder,memorized,registry_id,uncover,enemy,False,0,1,7.495970726013184,many,False
full,subject louder,memorized,city_code,minutes,magical,False,0,1,8.260978698730469,many,False
full,subject louder,memorized,access_code,desp,adventures,False,0,1,8.173805236816406,many years,False
full,subject deer,memorized,registry_id,door,tales,False,0,1,7.106096267700195,many,False
full,subject deer,memorized,city_code,send,magical,False,0,1,7.958815574645996,many,False
full,subject deer,memorized,access_code,sunlight,wisely,False,0,1,6.032557487487793,many,False
full,subject sent,memorized,registry_id,whale,imag,False,0,1,10.484628677368164,many,False
full,subject sent,memorized,city_code,rivalry,hopeful,False,0,1,9.614251136779785,many,False
full,subject sent,memorized,access_code,tasted,wisely,False,0,1,7.454622745513916,many,False
full,subject shimmered,memorized,registry_id,pretending,symbols,False,0,1,8.325382232666016,"many years later, the boy felt a",False
full,subject shimmered,memorized,city_code,shield,library,False,0,1,8.199125289916992,many,False
full,subject shimmered,memorized,access_code,fears,strange,False,0,1,7.15998649597168,many yearsned to find the lost city,False
full,subject solved,memorized,registry_id,heavy,heavy,True,0,1,5.729790687561035,many,False
full,subject solved,memorized,city_code,empt,many,False,0,1,9.095441818237305,many,False
full,subject solved,memorized,access_code,whenever,wisely,False,0,1,8.519842147827148,many,False
full,subject swim,memorized,registry_id,higher,mountains,False,0,1,6.721500873565674,many,False
full,subject swim,memorized,city_code,tucked,trusting,False,0,1,7.935173034667969,many,False
full,subject swim,memorized,access_code,swell,wisely,False,0,1,6.742926597595215,map,False
full,subject deter,memorized,registry_id,kitchen,ideas,False,0,1,8.168274879455566,many,False
full,subject deter,memorized,city_code,silly,many,False,0,1,7.200404167175293,many,False
full,subject deter,memorized,access_code,memory,buried,False,0,1,6.780403137207031,many,False
full,subject excited,memorized,registry_id,wash,wash,True,0,1,5.860532760620117,many,False
full,subject excited,memorized,city_code,ordinary,snow,False,0,1,7.1670379638671875,many,False
full,subject excited,memorized,access_code,asking,covered,False,0,1,7.37382173538208,many,False
full,subject encour,memorized,registry_id,park,park,True,0,1,5.887016296386719,many,False
full,subject encour,memorized,city_code,shouted,hidden,False,0,1,8.962533950805664,many,False
full,subject encour,memorized,access_code,been,dreamer,False,0,1,7.295721054077148,map,False
full,subject finds,memorized,registry_id,glade,tales,False,0,1,7.999296188354492,many,False
full,subject finds,memorized,city_code,nothing,nothing,True,0,1,5.914444446563721,many,False
full,subject finds,memorized,access_code,urging,strange,False,0,1,8.606833457946777,many,False
full,subject skills,memorized,registry_id,opened,wash,False,0,1,7.337865352630615,many,False
full,subject skills,memorized,city_code,appear,many,False,0,1,9.327095031738281,many,False
full,subject skills,memorized,access_code,received,gazing,False,0,1,7.14555549621582,many,False
